assignment_id,SLS,nama_usaha_bang,jenis_prelist,ada_bang_usaha_label,link_fasih
2cccec9e-3692-48b5-b399-595dd4d209fa,71031000240002,WARUNG MAKAN (DAHLIATI DAHULA) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/2cccec9e-3692-48b5-b399-595dd4d209fa
339b208f-e5f9-481e-8153-d551011f663a,71030910050009,RUMAH MAKAN KAMPUNG KODOK (MIEN LARENAUNG),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/339b208f-e5f9-481e-8153-d551011f663a
843ea31e-cac4-44b7-a870-dd142d4c02b6,71030400120001,BANGUNAN GUDANG,bangunan_lain,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/843ea31e-cac4-44b7-a870-dd142d4c02b6
a5632981-b3f8-461c-878a-03455539e947,71030500160001,JEIFER JUNERENLI KASEUNAUNG,OSS Perorangan,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/a5632981-b3f8-461c-878a-03455539e947
a94f3a7c-f713-45a9-92f4-3475110a8a09,71030600180001,PENGOLAHAN KOPRA (DEMANG),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/a94f3a7c-f713-45a9-92f4-3475110a8a09
01f5e08b-e534-43b8-b423-baba77c0af54,71030600080001,SOPIR ANGKUTAN PEDESAAN (GUSTIN),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/01f5e08b-e534-43b8-b423-baba77c0af54
1de172ed-9fe3-4ac9-a887-b796e4c808cd,71030500110002,PERDAGANGAN IKAN SEGAR DIPASAR (CHRISTIN YOEL),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/1de172ed-9fe3-4ac9-a887-b796e4c808cd
224a4b37-b018-4fbc-8cd2-5620e1c3b5be,71030620010001,USAHA ANGKUTAN DARAT (REFORM),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/224a4b37-b018-4fbc-8cd2-5620e1c3b5be
274c8930-c6ce-4157-959e-e868ed679b56,71031000050005,BECAK MOTOR (TARJI),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/274c8930-c6ce-4157-959e-e868ed679b56
30352ac4-50a5-467a-a70a-1bbdf9f52dcd,71030600130002,PERAHU TERPATUH ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/30352ac4-50a5-467a-a70a-1bbdf9f52dcd
529530e2-7553-4bad-a7cf-096b24a91f81,71031000280001,BANGUNAN GUDANG SAMPING RUMAH MASRURI SARIBULAN,bangunan_lain,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/529530e2-7553-4bad-a7cf-096b24a91f81
556015fc-e112-4f96-8561-b51a9a2f8c84,71030900070006,CAFE GLORIA (RAFIKA LELAPARI),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/556015fc-e112-4f96-8561-b51a9a2f8c84
56dccd8f-1c6d-499c-a865-48ce7e172433,71030920010002,DEPOT ISI ULANG (PAULINA CHRISTIN MANDAK),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/56dccd8f-1c6d-499c-a865-48ce7e172433
57d711c7-c8f1-4220-a1d7-1da0aa2b8a86,71031000050004,PULSA (SAHRIL AWUMBAS),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/57d711c7-c8f1-4220-a1d7-1da0aa2b8a86
5c1e0f6c-56a7-4f99-88cc-949573b47a83,71030920040004,SUKIRNO (SUKIRNO ),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/5c1e0f6c-56a7-4f99-88cc-949573b47a83
5f962e7f-f4cb-4d16-9d94-5491f77fb0bf,71030910070005,PANGKALAN MINYAK TANAH (JOS ELNICH BUDIKASE),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/5f962e7f-f4cb-4d16-9d94-5491f77fb0bf
5fa3239e-71d5-4f24-9d89-9ac569e4493f,71030500110001,JUAL ES ANEKA RASA (NICHIO HOSITA ABRAM),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/5fa3239e-71d5-4f24-9d89-9ac569e4493f
668c5552-03e6-4b0e-a1c3-45e1b45de8af,71030500060005,SDN INPRES DAGHO,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/668c5552-03e6-4b0e-a1c3-45e1b45de8af
72aff76a-6763-42d6-b7b8-8e1f6f8ad631,71030600090003,USAHA JUAL PERTALITE ENCERAN (SELSIUS TAHENDUNG) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/72aff76a-6763-42d6-b7b8-8e1f6f8ad631
75b6bd96-7576-448c-b28b-cf0231eed2c7,71030500070006,JUAL BENSIN (OTNIEL) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/75b6bd96-7576-448c-b28b-cf0231eed2c7
8a4a7065-e4ef-4a7d-87cc-07b282bbee77,71031000050002,APMS PETTA,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/8a4a7065-e4ef-4a7d-87cc-07b282bbee77
8aa8bcd2-2618-4b93-9d21-26fd4f040d3d,71030910040001,KIOS SEMBAKO BUNIANI KATIANDAGHO,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/8aa8bcd2-2618-4b93-9d21-26fd4f040d3d
964b2dc4-344a-44d7-98ff-a0ba1edb40d9,71030600140004,WARUNG MAKAN (MBA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/964b2dc4-344a-44d7-98ff-a0ba1edb40d9
97df9c94-359f-4d9c-bbce-3747734a2ad1,71031000230001,MENJUAL PULSA (MASHUDI),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/97df9c94-359f-4d9c-bbce-3747734a2ad1
a136f40b-f77b-451e-b155-5c2da967eee2,71030500110001,ANGKUTAN DARAT PENUMPANG (FRIEND HEART LENONAUNG ),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/a136f40b-f77b-451e-b155-5c2da967eee2
a64468fd-ab4f-4f4a-897e-ccc1347ee5a3,71030800030001,WARUNG SEMBAKO (YOKSAN),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/a64468fd-ab4f-4f4a-897e-ccc1347ee5a3
d108188f-7056-4470-a07f-4b79dbdd9d9c,71030900070002,,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/d108188f-7056-4470-a07f-4b79dbdd9d9c
d5afb69c-a401-4e69-853c-3353af2edc60,71030900080008,PENJUAL DAGING BABI ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/d5afb69c-a401-4e69-853c-3353af2edc60
dcc44810-8ed2-4886-bda2-28c5cd4921d1,71030910030009,PANGKALAN MINYAK TANAH (HASNA SASIKOME ),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/dcc44810-8ed2-4886-bda2-28c5cd4921d1
dd420059-2345-4141-93e3-ab16586f41f8,71030800090002,WARUNG SEMBAKO (ORPA BANGKARULE),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/dd420059-2345-4141-93e3-ab16586f41f8
4ed31123-bffd-411c-aafa-16d6f90fc596,71031000030001,RUMAH MAKAN (SURYANI) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/4ed31123-bffd-411c-aafa-16d6f90fc596
6cd97675-45d6-4ec0-baa2-7bbb33b5a5c3,71030900100005,H-ACCESORIES (EVRON MAATIPUDE) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/6cd97675-45d6-4ec0-baa2-7bbb33b5a5c3
a1f12d17-e17b-4ec7-9587-8f673faabcd1,71030800120003,ANGKUTAN PERDESAAN (JUDA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/a1f12d17-e17b-4ec7-9587-8f673faabcd1
cc0d5951-2f42-48a9-9638-4f3ce2a3bdfd,71030900070013,PENJUAL IKAN (KRISTINCE AER) (KRISTINCE AER,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/cc0d5951-2f42-48a9-9638-4f3ce2a3bdfd
fc088a1f-bcbd-4488-aa24-68d8efb2474c,71031100020004,CAHAYA MART (BERWIN SAMALAM) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/fc088a1f-bcbd-4488-aa24-68d8efb2474c
6e1318cd-d1ff-48a7-b3ab-f2178323d31f,71030910070004,SALON KECANTIKAN (JULIANTI REVITA MANGISO),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/6e1318cd-d1ff-48a7-b3ab-f2178323d31f
89d69b2d-9b78-4311-8266-3ee69f4a64af,71030700060002,WARUNG SEMBAKO (YOLANDA DALOPE) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/89d69b2d-9b78-4311-8266-3ee69f4a64af
925f1857-fe21-4252-8462-893d830c727e,71030800060005,PENGOLAHAN SAGU (STEVEN MANDALIKA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/925f1857-fe21-4252-8462-893d830c727e
a4cac1df-30e0-44f9-a9be-54983111f956,71031100060001,USAHA ANGKUTAN (HEPPY),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/a4cac1df-30e0-44f9-a9be-54983111f956
a94dfb34-e945-43cc-81ec-9fb8dc31e5e9,71030500110001,WARUNG SEMBAKO (GRETHA JEANE LOMBONGADIL),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/a94dfb34-e945-43cc-81ec-9fb8dc31e5e9
b3b7d463-b16f-4819-b196-510696afd37f,71030500110001,WARUNG SEMBAKO (FENTJE SERAT),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/b3b7d463-b16f-4819-b196-510696afd37f
b513371e-762a-4ebf-b4ae-2a8d2fd08fc9,71031000010003,PANDAI BESI (HANDRI MULI),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/b513371e-762a-4ebf-b4ae-2a8d2fd08fc9
f313bd1d-e61e-49a6-8a3c-d9bc901e61ea,71031000230003,JALIA MANGUMPAUS (JALIA MANGUMPAUS),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/f313bd1d-e61e-49a6-8a3c-d9bc901e61ea
af773739-853d-4c69-a154-79de2d56bfbc,71030910040010,"PT, PERUM BULOG CABANG TAHUNA RITNO",UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/af773739-853d-4c69-a154-79de2d56bfbc
0429309a-3a0f-4978-8d7e-0543b4a42aa4,71031000030003,KUE KERING (JUNIATI DANDEL),OSS Perorangan,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/0429309a-3a0f-4978-8d7e-0543b4a42aa4
097aec2c-a05f-4edc-9d83-14af20c4357d,71031000230001,USAHA KOPRA (BRANTAS BAWOEL),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/097aec2c-a05f-4edc-9d83-14af20c4357d
0cc4562c-7631-47e2-be9d-4068c91769fa,71030400080001,KOPRASI IKAN ALBERTUS MAKALISANG,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/0cc4562c-7631-47e2-be9d-4068c91769fa
10e9eb84-d253-4eb0-8509-5079dbebc0d6,71030910030006,GREEN LAUNDRY,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/10e9eb84-d253-4eb0-8509-5079dbebc0d6
12721bf4-37a6-4414-84fb-982f989910f0,71030500190001,TK SENGKANAUNG KALINDA,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/12721bf4-37a6-4414-84fb-982f989910f0
169f6f22-9c51-4c4f-ac77-9fc34093a393,71031000050003,BAKSO (MAULANA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/169f6f22-9c51-4c4f-ac77-9fc34093a393
2194c121-fd21-4d71-be7a-e741ba1db78c,71030600160002,WARUNG SEMBAKO(LENI),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/2194c121-fd21-4d71-be7a-e741ba1db78c
257d84db-9582-4224-bb1d-37add3faa76c,71030500110001,BENGKEL MOTOR ( DANIEL PETER RAMPISELA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/257d84db-9582-4224-bb1d-37add3faa76c
2b39d348-95cb-430e-8db7-d933abee4218,71030700060001,SAYURAN NET TUMADANG,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/2b39d348-95cb-430e-8db7-d933abee4218
2b5f5ec3-b591-46bc-8ac6-fb555060be5b,71030600170002,PRODUK ANYAMAN (ABSALON),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/2b5f5ec3-b591-46bc-8ac6-fb555060be5b
2cff5ddb-2aab-4778-b957-c20b69f0c3e6,71031100020001,TUKANG KAYU CHARLES MANOPPO,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/2cff5ddb-2aab-4778-b957-c20b69f0c3e6
2d28f5df-2442-4c27-857f-2569c1e5e367,71031000090006,RM (JOSUA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/2d28f5df-2442-4c27-857f-2569c1e5e367
3838565f-720a-4895-a565-f74e705174c4,71030400120001,JASSENDO SENTOSA MANDIRI,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/3838565f-720a-4895-a565-f74e705174c4
43bbe308-bd10-470b-9ac7-966a72328178,71030900070001,PASTORI JEMAAT IMANUEL TAHUNA ,bangunan_lain,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/43bbe308-bd10-470b-9ac7-966a72328178
51deeb7e-3f90-4f2d-9435-2e25e14a5ca8,71030800010001,WARUNG SEMBAKO (RANIA SOBA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/51deeb7e-3f90-4f2d-9435-2e25e14a5ca8
5823bdd1-3e2c-4efc-b436-867f7f7d9d40,71030900070006,JONES FERDINAND ADRIAAN,OSS Perorangan,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/5823bdd1-3e2c-4efc-b436-867f7f7d9d40
5b667893-282b-4a3e-993c-6266ca61261b,71031000280001,TIBO TIBO SAYUR DAN BUAH (SARTJE PANSARIANG) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/5b667893-282b-4a3e-993c-6266ca61261b
60f5b98f-988a-42cb-ae6d-63b34fe90d19,71030400120001,WARUNG SEMBAKO (MARIA BENYAMIN),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/60f5b98f-988a-42cb-ae6d-63b34fe90d19
77d71f1c-6b8d-411a-9d9f-dfa792cb6019,71031000050002,KUE BASAH (MUTIARA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/77d71f1c-6b8d-411a-9d9f-dfa792cb6019
7b8968d1-0209-4f2f-ba6a-6567376a51d0,71031000090006,TENAN MAS JANU (JANU),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/7b8968d1-0209-4f2f-ba6a-6567376a51d0
859d8a58-8028-4169-8618-c4f984ef2de4,71031000090003,TPQ AN NI'MA NAHA,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/859d8a58-8028-4169-8618-c4f984ef2de4
8927928d-3bf1-430f-b680-44ecd6d40a52,71031100010001,BENGKEL MOTOR ZULVIKI NAIDI,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/8927928d-3bf1-430f-b680-44ecd6d40a52
89faaffa-60c5-4a76-9398-b04d2a778021,71030500080003,PANGKALAN MINYAK TANAH (RETY RIANGKAMANG),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/89faaffa-60c5-4a76-9398-b04d2a778021
8a9e7b1c-3132-4a67-98ca-32c6c7e115f3,71031000280001,DEPOT AIR MINUM,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/8a9e7b1c-3132-4a67-98ca-32c6c7e115f3
b4579480-df74-4527-9487-08c37d063c2a,71031000210003,DEKORASI PELAMINAN (SELVIA UDINGAN ),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/b4579480-df74-4527-9487-08c37d063c2a
b718f2fb-24d2-4379-b278-8c8c36f8c570,71031000060002,BENGKEL ARKA (NEIL ADRIAN BOHAM) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/b718f2fb-24d2-4379-b278-8c8c36f8c570
bb662760-e3bc-4957-83e2-899d6f64e723,71030600100002,WARUNG KECIL-KECILAN,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/bb662760-e3bc-4957-83e2-899d6f64e723
c7c1c52b-f0cc-433a-9b35-cf1f29476567,71030600170003,PRODUK ANYAMAN (ISAK TALUMINGAN),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/c7c1c52b-f0cc-433a-9b35-cf1f29476567
cee47aec-7d31-41b6-b796-e4136f6f1054,71030500110001,KANTOR RESORT TAMAKO,bangunan_lain,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/cee47aec-7d31-41b6-b796-e4136f6f1054
cf5b7ec4-a4d6-4a41-b572-19a04bb288d6,71031000230001,WARUNG SEMBAKO (MARIA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/cf5b7ec4-a4d6-4a41-b572-19a04bb288d6
d5186f2c-8697-4922-bc0f-89398bc96de1,71031000050002,RUMAH MAKAN (NORMA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/d5186f2c-8697-4922-bc0f-89398bc96de1
d9fa9e91-2b31-4f16-afb4-28fdac9970bb,71030600080002,"DAYVON, CV",UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/d9fa9e91-2b31-4f16-afb4-28fdac9970bb
e1129d8e-adb4-40d9-9ec9-81c38f36f28e,71031000060005,JUAL IKAN (SUDRA MANOSSOH) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/e1129d8e-adb4-40d9-9ec9-81c38f36f28e
f9e56b4b-6118-44eb-85a4-15aa11a591fd,71030700050002,MAKANAN SIAP SAJI ANICE WANGKA,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/f9e56b4b-6118-44eb-85a4-15aa11a591fd
0d35442b-7de9-4ed9-804d-2df07e0cb672,71031100020004,KANTIN BERKAH (MIRNA HUSAIN) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/0d35442b-7de9-4ed9-804d-2df07e0cb672
30414195-ddd1-4dfd-ac5c-195c537ffd8b,71030900140006,SIOMAY BAROKAH (SRI WAHYUNINGSIH),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/30414195-ddd1-4dfd-ac5c-195c537ffd8b
47ce6fc1-9893-459b-8290-fa3de1cb51a2,71030600140004,WARUNG SEMBAKO ( NETRINA NALANTIRO),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/47ce6fc1-9893-459b-8290-fa3de1cb51a2
4b90afe7-2b43-4f9d-b7e4-043fb924ae95,71031000060001,TPA NURUDDIN PETTA,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/4b90afe7-2b43-4f9d-b7e4-043fb924ae95
4b9dfd07-f00e-46ff-9278-52bfb568e308,71030920040004,USAHA AYAM GEPREK (DEBBY ELISABED ROSNIATI SARAPI),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/4b9dfd07-f00e-46ff-9278-52bfb568e308
67a0bcc8-1938-4423-abfb-fd65942ec361,71030900130005,RENALDA SISLIA POKARILA,OSS Perorangan,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/67a0bcc8-1938-4423-abfb-fd65942ec361
951da471-4942-4cb3-83b1-52357a95373d,71030700130001,WARUNG SEMBAKO (FERDI MANDAK) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/951da471-4942-4cb3-83b1-52357a95373d
95c583c7-487f-4fdd-b5ab-67c28ae7b3a2,71030400120001,PENJUAL KUE BASAH (JELBITA MAKATIHO),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/95c583c7-487f-4fdd-b5ab-67c28ae7b3a2
a3db38a7-01dc-4986-a272-929563ff9204,71031010042003,DUMMY,dummy,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/a3db38a7-01dc-4986-a272-929563ff9204
b91f54c3-ea07-42f9-bfef-595d210d0965,71031000030004,KB CERIA LENGANENG,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/b91f54c3-ea07-42f9-bfef-595d210d0965
c8857552-c8c8-4880-8e40-7a89d7d060b6,71030600150002,KANTIN (PAULICE RAKINAUNG),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/c8857552-c8c8-4880-8e40-7a89d7d060b6
cb105831-8459-4fab-844a-feefd75d564b,71030600140004,JUAL BENSIN (NETRINA NALANTIRO ),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/cb105831-8459-4fab-844a-feefd75d564b
cd2d4024-6783-4c3d-8269-0e382dbc7433,71030500110001,PENJUAL BENSIN (OCTAVIANA DARUI),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/cd2d4024-6783-4c3d-8269-0e382dbc7433
0530f2ba-c382-4ad0-84fc-14cedc25a41d,71030900070011,PENJUAL DAGING BABI (JEHUT PONTIUS),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/0530f2ba-c382-4ad0-84fc-14cedc25a41d
0ccd4287-7cf3-46f1-85c3-04efbddef398,71031000230003,USAHA JUAL SAYUR (SITI SAPUR AMBAR),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/0ccd4287-7cf3-46f1-85c3-04efbddef398
115b8c7f-9b78-4efc-8ec1-aaf8c7a36469,71030700020001,MENJUAL REMPAH REMPAH (DORNARINE MAKAGIANTANG),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/115b8c7f-9b78-4efc-8ec1-aaf8c7a36469
2ca7845b-4cda-4b61-9014-fd726802f37b,71031000090001,WINGS ABADI,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/2ca7845b-4cda-4b61-9014-fd726802f37b
2e89b7da-92f0-4d07-8208-7b8628b8ea82,71031000140002,WARUNG KELONTONG (OLDISAN SANTOSA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/2e89b7da-92f0-4d07-8208-7b8628b8ea82
3d2223a8-bdf9-4630-9afc-0f2bfa9ce790,71030920010006,RA AISYIYAH ALBAYAN MANENTE,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/3d2223a8-bdf9-4630-9afc-0f2bfa9ce790
3f3491c7-daec-417d-9140-bb391331aff2,71030500110001,PENJUAL BABI PUTAR (TINTJE WALUYAN),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/3f3491c7-daec-417d-9140-bb391331aff2
451f3ee6-e6f3-46e0-bcfd-a07a7b6b855f,71030910080006,EURIKE,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/451f3ee6-e6f3-46e0-bcfd-a07a7b6b855f
56524d3c-0a99-4d51-8e3d-1c70336243f2,71030900080002,BARBEAR SHOP (JODI JANWAR KATIANDAGHO),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/56524d3c-0a99-4d51-8e3d-1c70336243f2
629ba0f8-d2e2-418a-9c5c-707b93bcb4c6,71030900070007,KIOS PULSA JOHN RANGKE PARASO,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/629ba0f8-d2e2-418a-9c5c-707b93bcb4c6
672aa9d0-6b53-4f6b-88a6-f1822e368d14,71030900140005,PANGKAS RAMBUT (VEEITY WOLFOWITZ TAKASIHAENG),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/672aa9d0-6b53-4f6b-88a6-f1822e368d14
6b15ac5d-f6e2-47d0-afe4-56d42cd22729,71030700020004,PENJUAL IKAN SEGAR (HOSIANA MATHEOS),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/6b15ac5d-f6e2-47d0-afe4-56d42cd22729
9d115f15-7b50-44d9-8288-3643324efdef,71031000140002,SAYUR-SAYURAN (TRUJTE MAKATIMBANG ),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/9d115f15-7b50-44d9-8288-3643324efdef
a1f155f7-4062-44c0-adee-56eb168e1f27,71030910080004,HEYHO AKSESORIS (DEWI PERMATASARI ANTHONI),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/a1f155f7-4062-44c0-adee-56eb168e1f27
d57f53d0-f950-4f96-a0fe-0ac57628f326,71030910040007,TEMPAT MENJAHIT (SAKEOS FRANKLIN) (SAKEOS FRANKLIN YAKOBS ) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/d57f53d0-f950-4f96-a0fe-0ac57628f326
e312341b-c2f9-4ae4-8542-e0f35d78eeb2,71030600140003,JUALAN KELONTONG (MUHAMMAD ARIF),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/e312341b-c2f9-4ae4-8542-e0f35d78eeb2
e7fea967-e529-4a2e-aa0f-326518b3518c,71030800170001,PENGOLAHAN KOPRA (AHUSTA),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/e7fea967-e529-4a2e-aa0f-326518b3518c
121f547e-711f-47af-ab94-654a0dc6687f,71030400150001,INDUSTRI KOPRA (MEKIEL MAPIA) ,UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/121f547e-711f-47af-ab94-654a0dc6687f
14942d29-1827-45a2-8f2a-6f22e3ea6b15,71031000050002,TOKO KELONTONG (RONAL),UMKM,0. Tidak Ditemukan,https://fasih-sm.bps.go.id/app/assignment-detail/14942d29-1827-45a2-8f2a-6f22e3ea6b15
